0,0,0.17947694659233093
0,500,0.0013416350120678544
0,1000,0.0009826552122831345
0,1500,0.0007473186706192791
0,2000,0.0009887119522318244
0,2500,0.0008294907747767866
0,3000,0.0007674995576962829
0,3500,0.0007666449528187513
0,4000,0.0007222261046990752
0,4500,0.0007611948531121016
0,5000,0.0006772344349883497
0,5500,0.0006417055847123265
0,6000,0.0006232887390069664
0,6500,0.000605589768383652
0,7000,0.0006002923473715782
0,7500,0.0005982090369798243
1,0,0.0005687313387170434
1,500,0.0005149108474142849
1,1000,0.0006259927758947015
1,1500,0.000473031192086637
1,2000,0.0006215574685484171
1,2500,0.0005101217539049685
1,3000,0.0005033331108279526
1,3500,0.0004156390205025673
1,4000,0.0004966735141351819
1,4500,0.0005626020720228553
1,5000,0.0004555021005216986
1,5500,0.0004149909655097872
1,6000,0.00042914567166008055
1,6500,0.000476993212942034
1,7000,0.0004183312994427979
1,7500,0.0004869105468969792
2,0,0.00041825821972452104
2,500,0.00041045184480026364
2,1000,0.00046844128519296646
2,1500,0.00037963560316711664
2,2000,0.00051509850891307
2,2500,0.000408803898608312
2,3000,0.00038974988274276257
2,3500,0.0003324797726236284
2,4000,0.0003999636974185705
2,4500,0.00047602487029507756
2,5000,0.0004007400420960039
2,5500,0.0003634883905760944
2,6000,0.000372373586287722
2,6500,0.0003952952683903277
2,7000,0.00037157582119107246
2,7500,0.0004364333872217685
3,0,0.00036671129055321217
3,500,0.00036648588138632476
3,1000,0.00041949175647459924
3,1500,0.0003488419752102345
3,2000,0.00043811777140945196
3,2500,0.00036410902976058424
3,3000,0.0003550743858795613
3,3500,0.0002929610200226307
3,4000,0.0003746521833818406
3,4500,0.0004370006499812007
3,5000,0.0003530454123392701
3,5500,0.00032254037796519697
3,6000,0.0003402536385692656
3,6500,0.00036784980329684913
3,7000,0.00034638660144992173
3,7500,0.0003967010125052184
4,0,0.0003435995022300631
4,500,0.0003203365486115217
4,1000,0.0003882870078086853
4,1500,0.0003136869927402586
4,2000,0.00040259628440253437
4,2500,0.00034364822204224765
4,3000,0.0003476500860415399
4,3500,0.00027836108347401023
4,4000,0.0003429007192607969
4,4500,0.0004038776969537139
4,5000,0.0003253589675296098
4,5500,0.00030591143877245486
4,6000,0.0003281765093561262
4,6500,0.00034821341978386045
4,7000,0.00032021384686231613
4,7500,0.0003687345306389034
5,0,0.0003181131323799491
5,500,0.0003217276534996927
5,1000,0.0003611570573411882
5,1500,0.00030144889024086297
5,2000,0.00040642564999870956
5,2500,0.0002992878726217896
5,3000,0.0003367401659488678
5,3500,0.0002563395246397704
5,4000,0.00032146467128768563
5,4500,0.0004103230603504926
5,5000,0.00031532300636172295
5,5500,0.00029818492475897074
5,6000,0.00030988873913884163
5,6500,0.000335802003974095
5,7000,0.00029729530797339976
5,7500,0.00034003303153440356
6,0,0.0003053167893085629
6,500,0.0003093995910603553
6,1000,0.00033400653046555817
6,1500,0.000296045676805079
6,2000,0.0003512300900183618
6,2500,0.00029986482695676386
6,3000,0.00033233631984330714
6,3500,0.00024673782172612846
6,4000,0.00032367854146286845
6,4500,0.0003712426405400038
6,5000,0.0003151469281874597
6,5500,0.0002821013331413269
6,6000,0.00027960387524217367
6,6500,0.000310673494823277
6,7000,0.00028498974279500544
6,7500,0.00034742895513772964
7,0,0.0003023914759978652
7,500,0.00028541029314510524
7,1000,0.00033004162833094597
7,1500,0.0002890480973292142
7,2000,0.0003673252649605274
7,2500,0.00029271087259985507
7,3000,0.0003155629674438387
7,3500,0.00024166818184312433
7,4000,0.0003047733334824443
7,4500,0.0003604565863497555
7,5000,0.00029675327823497355
7,5500,0.00026629777858033776
7,6000,0.00028450845275074244
7,6500,0.00029644343885593116
7,7000,0.00029603109578602016
7,7500,0.00035176670644432306
8,0,0.0002920837141573429
8,500,0.00029278520378284156
8,1000,0.0003107399679720402
8,1500,0.0002853600599337369
8,2000,0.0003370086778886616
8,2500,0.0002698830794543028
8,3000,0.0003086581127718091
8,3500,0.00023990642512217164
8,4000,0.00028565991669893265
8,4500,0.0003708370204549283
8,5000,0.0002904642024077475
8,5500,0.00026376836467534304
8,6000,0.000265381095232442
8,6500,0.0003115181461907923
8,7000,0.00027496073744259775
8,7500,0.00031665043206885457
9,0,0.00026491741300560534
9,500,0.00028449430828914046
9,1000,0.0003094487765338272
9,1500,0.0002775960019789636
9,2000,0.0003347084275446832
9,2500,0.00029623793670907617
9,3000,0.00029829060076735914
9,3500,0.00024363859847653657
9,4000,0.00026465379050932825
9,4500,0.00034788958146236837
9,5000,0.0002686336520127952
9,5500,0.0002455048088449985
9,6000,0.00026368966791778803
9,6500,0.0002835007035173476
9,7000,0.0002678853343240917
9,7500,0.00032253589597530663
10,0,0.000281411106698215
10,500,0.00026382485521025956
10,1000,0.00029945746064186096
10,1500,0.0002678508753888309
10,2000,0.0003321990370750427
10,2500,0.000272763310931623
10,3000,0.00029268808430060744
10,3500,0.0002248495729872957
10,4000,0.00027119842707179487
10,4500,0.00033444134169258177
10,5000,0.00026700113085098565
10,5500,0.00023938757658470422
10,6000,0.0002595451660454273
10,6500,0.0002864962734747678
10,7000,0.00026001999503932893
10,7500,0.0003172602446284145
11,0,0.0002780997019726783
11,500,0.0002663299674168229
11,1000,0.00029418335179798305
11,1500,0.00027276010951027274
11,2000,0.0003140862681902945
11,2500,0.00026943962438963354
11,3000,0.00028372532688081264
11,3500,0.00023355289886239916
11,4000,0.00026545615401118994
11,4500,0.0003300741082057357
11,5000,0.00026216995320282876
11,5500,0.00023611803771927953
11,6000,0.00024113879771903157
11,6500,0.0002984169404953718
